 Year_name,Price,Kms,Fuel,Ownership,Type,Model,Year,Name
2014 Hyundai Grand i10,"3,63,000","44,523 km",Petrol,2,Manual,SPORTZ 1.2 KAPPA VTVT,2014 ,Hyundai Grand i10
2017 Hyundai Grand i10,"4,82,000","63,011 km",Petrol,1,Manual,SPORTZ 1.2 KAPPA VTVT,2017 ,Hyundai Grand i10
2014 Hyundai Grand i10,"3,34,000","96,601 km",Petrol,2,Manual,SPORTZ 1.2 KAPPA VTVT,2014 ,Hyundai Grand i10
2017 Hyundai Grand i10,"3,83,000","28,399 km",Petrol,2,Manual,ERA 1.2 KAPPA VTVT,2017 ,Hyundai Grand i10
2016 Hyundai Grand i10,"3,95,000","35,432 km",Petrol,2,Manual,SPORTZ 1.2 KAPPA VTVT,2016 ,Hyundai Grand i10
2019 Hyundai Grand i10,"5,11,000","44,790 km",CNG,2,Manual,MAGNA 1.2 KAPPA VTVT CNG,2019 ,Hyundai Grand i10
2013 Hyundai Grand i10,"2,95,000","1,17,857 km",Petrol,1,Manual,ASTA (O) 1.2 KAPPA VTVT,2013 ,Hyundai Grand i10
2017 Hyundai Grand i10,"4,70,000","75,078 km",CNG,1,Manual,SPORTZ 1.2 KAPPA VTVT,2017 ,Hyundai Grand i10
2016 Hyundai Grand i10,"4,56,000","9,560 km",Petrol,1,Manual,MAGNA 1.2 KAPPA VTVT,2016 ,Hyundai Grand i10
2014 Hyundai Grand i10,"3,87,000","70,624 km",Petrol,1,Manual,SPORTS EDITION 1.2L KAPPA VTVT,2014 ,Hyundai Grand i10
2016 Hyundai Grand i10,"5,39,000","29,966 km",Petrol,1,Manual,ASTA 1.2 KAPPA VTVT,2016 ,Hyundai Grand i10
2018 Hyundai Grand i10,"5,70,000","15,739 km",CNG,1,Automatic,SPORTZ AT 1.2 KAPPA VTVT,2018 ,Hyundai Grand i10
2015 Hyundai Grand i10,"3,99,000","82,117 km",Petrol,2,Manual,ASTA 1.2 KAPPA VTVT,2015 ,Hyundai Grand i10
2015 Hyundai Grand i10,"4,04,000","53,734 km",Petrol,1,Manual,ASTA 1.2 KAPPA VTVT,2015 ,Hyundai Grand i10
2015 Hyundai Grand i10,"4,52,000","34,900 km",Petrol,2,Automatic,ASTA 1.2 AT VTVT,2015 ,Hyundai Grand i10
2018 Hyundai Grand i10,"4,94,000","15,290 km",Petrol,2,Manual,SPORTZ 1.2 KAPPA VTVT,2018 ,Hyundai Grand i10
2016 Hyundai Grand i10,"4,02,000","40,736 km",Petrol,2,Manual,SPORTZ 1.2 KAPPA VTVT,2016 ,Hyundai Grand i10
2017 Hyundai Grand i10,"4,42,000","17,332 km",Petrol,2,Manual,SPORTZ 1.2 KAPPA VTVT,2017 ,Hyundai Grand i10
2014 Hyundai Grand i10,"3,31,000","37,755 km",Petrol,2,Manual,MAGNA 1.2 KAPPA VTVT,2014 ,Hyundai Grand i10
2017 Hyundai Grand i10,"4,61,000","39,616 km",Petrol,1,Manual,MAGNA 1.2 KAPPA VTVT,2017 ,Hyundai Grand i10
2016 Hyundai Grand i10,"5,28,000","19,168 km",Petrol,1,Manual,ASTA 1.2 KAPPA VTVT,2016 ,Hyundai Grand i10
2014 Hyundai Grand i10,"3,78,000","42,182 km",Petrol,1,Manual,SPORTZ 1.2 KAPPA VTVT,2014 ,Hyundai Grand i10
2017 Hyundai Grand i10,"5,06,000","83,663 km",Petrol,1,Automatic,SPORTZ AT 1.2 KAPPA VTVT,2017 ,Hyundai Grand i10
2016 Hyundai Grand i10,"4,51,000","15,485 km",Petrol,1,Manual,SPORTZ 1.2 KAPPA VTVT,2016 ,Hyundai Grand i10
2013 Hyundai Grand i10,"3,27,000","30,079 km",Petrol,1,Manual,ERA 1.2 KAPPA VTVT,2013 ,Hyundai Grand i10
2019 Hyundai Grand i10,"5,40,000","43,756 km",Petrol,1,Manual,SPORTZ 1.2 KAPPA VTVT,2019 ,Hyundai Grand i10
2017 Hyundai Grand i10,"5,52,000","27,924 km",Petrol,1,Automatic,SPORTZ (O) AT 1.2 KAPPA VTVT,2017 ,Hyundai Grand i10
2013 Hyundai Grand i10,"3,74,000","47,327 km",Petrol,1,Manual,SPORTZ 1.2 KAPPA VTVT,2013 ,Hyundai Grand i10
2013 Hyundai Grand i10,"3,69,000","67,389 km",Petrol,1,Manual,ASTA 1.2 KAPPA VTVT,2013 ,Hyundai Grand i10
2019 Hyundai Grand i10,"5,16,000","14,653 km",Petrol,1,Manual,MAGNA 1.2 KAPPA VTVT,2019 ,Hyundai Grand i10
2016 Hyundai Grand i10,"5,08,000","31,300 km",Petrol,1,Manual,ASTA 1.2 KAPPA VTVT,2016 ,Hyundai Grand i10
2013 Hyundai Grand i10,"3,84,600","21,567 km",Petrol,1,Manual,SPORTZ 1.2 KAPPA VTVT,2013 ,Hyundai Grand i10
2017 Hyundai Grand i10,"5,32,000","52,539 km",Petrol,1,Automatic,SPORTZ (O) AT 1.2 KAPPA VTVT,2017 ,Hyundai Grand i10
2019 Hyundai Grand i10,"5,73,000","18,526 km",Petrol,1,Manual,SPORTZ 1.2 KAPPA VTVT,2019 ,Hyundai Grand i10
2016 Hyundai Grand i10,"5,10,000","51,878 km",CNG,1,Manual,ASTA 1.2 KAPPA VTVT,2016 ,Hyundai Grand i10
2016 Hyundai Grand i10,"4,83,000","61,072 km",Petrol,1,Manual,ASTA 1.2 KAPPA VTVT,2016 ,Hyundai Grand i10
2017 Hyundai Grand i10,"4,61,000","17,815 km",Petrol,1,Manual,MAGNA 1.2 KAPPA VTVT,2017 ,Hyundai Grand i10
2015 Hyundai Grand i10,"3,52,000","1,01,067 km",Petrol,2,Manual,SPORTZ 1.2 KAPPA VTVT,2015 ,Hyundai Grand i10
2017 Hyundai Grand i10,"3,71,800","28,399 km",Petrol,2,Manual,ERA 1.2 KAPPA VTVT,2017 ,Hyundai Grand i10
2014 Hyundai Grand i10,"3,62,000","36,474 km",Petrol,1,Manual,ASTA 1.2 KAPPA VTVT,2014 ,Hyundai Grand i10
2014 Hyundai Grand i10,"3,73,000","48,101 km",Petrol,1,Manual,MAGNA 1.2 VTVT,2014 ,Hyundai Grand i10
2018 Hyundai Grand i10,"4,43,000","65,158 km",CNG,1,Manual,MAGNA 1.2 VTVT,2018 ,Hyundai Grand i10
2014 Hyundai Grand i10,"3,16,000","74,389 km",Petrol,1,Manual,MAGNA 1.2 KAPPA VTVT,2014 ,Hyundai Grand i10
2018 Hyundai Grand i10,"4,95,000","21,494 km",Petrol,1,Manual,SPORTZ O 1.2,2018 ,Hyundai Grand i10
2016 Hyundai Grand i10,"4,01,000","72,415 km",CNG,1,Manual,SPORTZ 1.2 KAPPA VTVT,2016 ,Hyundai Grand i10
2018 Hyundai Grand i10,"4,67,000","39,525 km",Petrol,2,Manual,SPORTZ 1.2 KAPPA VTVT,2018 ,Hyundai Grand i10
2014 Hyundai Grand i10,"3,34,000","96,601 km",Petrol,2,Manual,SPORTZ 1.2 KAPPA VTVT,2014 ,Hyundai Grand i10
2016 Hyundai Grand i10,"4,69,000","27,804 km",Petrol,1,Manual,SPORTZ 1.2 KAPPA VTVT,2016 ,Hyundai Grand i10
2018 Hyundai Grand i10,"4,65,000","58,081 km",Petrol,1,Manual,MAGNA 1.2 KAPPA VTVT,2018 ,Hyundai Grand i10
2019 Hyundai Grand i10,"5,37,000","47,920 km",CNG,2,Manual,MAGNA 1.2 KAPPA VTVT CNG,2019 ,Hyundai Grand i10
2017 Hyundai Grand i10,"5,46,000","46,942 km",CNG,1,Automatic,SPORTZ (O) AT 1.2 KAPPA VTVT,2017 ,Hyundai Grand i10
2016 Hyundai Grand i10,"4,56,000","9,560 km",Petrol,1,Manual,MAGNA 1.2 KAPPA VTVT,2016 ,Hyundai Grand i10
2018 Hyundai Grand i10,"5,15,000","53,778 km",CNG,2,Automatic,MAGNA AT 1.2 KAPPA VTVT,2018 ,Hyundai Grand i10
2017 Hyundai Grand i10,"4,46,000","35,810 km",CNG,2,Manual,MAGNA 1.2 KAPPA VTVT,2017 ,Hyundai Grand i10
2017 Hyundai Grand i10,"4,30,000","59,710 km",Petrol,2,Manual,SPORTZ 1.2 KAPPA VTVT,2017 ,Hyundai Grand i10
2016 Hyundai Grand i10,"4,02,000","40,736 km",Petrol,2,Manual,SPORTZ 1.2 KAPPA VTVT,2016 ,Hyundai Grand i10
2017 Hyundai Elite i20,"4,90,000","62,148 km",Petrol,2,Manual,MAGNA EXECUTIVE 1.2,2017 ,Hyundai Elite i20
2017 Hyundai Elite i20,"5,52,000","55,856 km",Petrol,2,Manual,ASTA 1.2,2017 ,Hyundai Elite i20
2015 Hyundai Elite i20,"5,10,000","9,515 km",CNG,2,Manual,SPORTZ (O) 1.2,2015 ,Hyundai Elite i20
2017 Hyundai Elite i20,"5,43,000","44,783 km",CNG,1,Manual,MAGNA EXECUTIVE 1.2,2017 ,Hyundai Elite i20
2018 Hyundai Elite i20,"5,86,000","65,118 km",Petrol,2,Automatic,MAGNA EXECUTIVE CVT,2018 ,Hyundai Elite i20
2017 Hyundai Elite i20,"5,39,000","17,063 km",Petrol,1,Manual,MAGNA 1.2,2017 ,Hyundai Elite i20
2018 Hyundai Elite i20,"5,82,000","53,083 km",Petrol,1,Manual,MAGNA EXECUTIVE 1.2,2018 ,Hyundai Elite i20
2016 Hyundai Elite i20,"7,37,000","60,937 km",Petrol,1,Automatic,MAGNA 1.4 AT,2016 ,Hyundai Elite i20
2018 Hyundai Elite i20,"5,72,000","24,248 km",Petrol,2,Manual,MAGNA EXECUTIVE 1.2,2018 ,Hyundai Elite i20
2017 Hyundai Elite i20,"5,86,000","13,992 km",Petrol,1,Manual,Magna Executive 1.2,2017 ,Hyundai Elite i20
2016 Hyundai Elite i20,"5,25,000","71,388 km",Petrol,2,Manual,MAGNA 1.2,2016 ,Hyundai Elite i20
2017 Hyundai Elite i20,"5,63,000","54,124 km",Petrol,1,Manual,SPORTZ 1.2,2017 ,Hyundai Elite i20
2017 Hyundai Elite i20,"5,65,000","45,302 km",Petrol,1,Manual,MAGNA EXECUTIVE 1.2,2017 ,Hyundai Elite i20
2018 Hyundai Elite i20,"6,97,000","18,431 km",Petrol,1,Manual,ASTA 1.2,2018 ,Hyundai Elite i20
2015 Hyundai Elite i20,"4,40,000","41,792 km",Petrol,2,Manual,MAGNA 1.2,2015 ,Hyundai Elite i20
2017 Hyundai Elite i20,"5,30,000","37,701 km",Petrol,1,Manual,ERA 1.2,2017 ,Hyundai Elite i20
2017 Hyundai Elite i20,"6,10,000","38,337 km",Petrol,1,Manual,ASTA 1.2,2017 ,Hyundai Elite i20
2015 Hyundai Elite i20,"5,45,000","29,666 km",Petrol,1,Manual,SPORTZ 1.2,2015 ,Hyundai Elite i20
2018 Hyundai Elite i20,"6,49,000","21,235 km",Petrol,1,Manual,SPORTZ 1.2,2018 ,Hyundai Elite i20
2015 Hyundai Elite i20,"4,50,000","52,578 km",Petrol,1,Manual,MAGNA 1.2,2015 ,Hyundai Elite i20
2021 Renault Kiger,"6,52,000","41,505 km",Petrol,1,Automatic,RXL EASY R 1.0 L,2021 ,Renault Kiger
2021 Renault Kiger,"8,83,000","22,821 km",Petrol,1,Manual,RXZ TURBO MT,2021 ,Renault Kiger
2021 Renault Kiger,"9,20,000","11,647 km",Petrol,1,Manual,RXZ TURBO MT DUAL TONE,2021 ,Renault Kiger
2022 Renault Kiger,"8,15,000","7,556 km",Petrol,1,Manual,RXZ MT,2022 ,Renault Kiger
2023 Renault Kiger,"9,26,000","26,254 km",Petrol,1,Manual,RXZ TURBO MT DUAL TONE,2023 ,Renault Kiger
2021 Renault Kiger,"9,98,000","9,698 km",Petrol,1,Automatic,RXZ CVT 1.0 TURBO,2021 ,Renault Kiger
2021 Renault Kiger,"8,54,000","8,383 km",Petrol,1,Automatic,RXZ 1.0 Easy R Petrol,2021 ,Renault Kiger
2021 Renault Kiger,"8,56,000","3,623 km",Petrol,1,Automatic,RXZ AMT DUAL TONE,2021 ,Renault Kiger
2021 Renault Kiger,"8,18,000","15,991 km",Petrol,1,Manual,RXZ 1.0 MT,2021 ,Renault Kiger
2022 Renault Kiger,"8,03,000","6,642 km",Petrol,1,Automatic,RXT (O) AMT 1.0 DUAL TONE,2022 ,Renault Kiger
2021 Renault Kiger,"9,87,000","12,944 km",Petrol,1,Automatic,RXZ CVT 1.0 TURBO,2021 ,Renault Kiger
2022 Renault Kiger,"10,87,000","2,153 km",Petrol,1,Automatic,RXZ TURBO CVT DUAL TONE,2022 ,Renault Kiger
2021 Renault Kiger,"7,97,000","7,450 km",Petrol,1,Manual,RXZ 1.0 MT,2021 ,Renault Kiger
2021 Renault Kiger,"7,77,000","45,459 km",Petrol,1,Manual,RXZ MT DUAL TONE,2021 ,Renault Kiger
2022 Renault Kiger,"10,14,000","12,907 km",Petrol,1,Automatic,RXZ TURBO CVT,2022 ,Renault Kiger
2021 Renault Kiger,"8,35,000","11,244 km",Petrol,1,Automatic,RXZ AMT,2021 ,Renault Kiger
2021 Renault Kiger,"9,00,000","6,835 km",Petrol,1,Manual,RXZ 1.0 TURBO MT DUAL TONE,2021 ,Renault Kiger
2021 Renault Kiger,"8,10,000","17,632 km",Petrol,1,Manual,RXZ 1.0 TURBO MT,2021 ,Renault Kiger
2015 Maruti Ciaz,"5,07,000","43,721 km",Petrol,1,Manual,VXI,2015 ,Maruti Ciaz
2017 Maruti Ciaz,"5,54,000","57,953 km",Diesel,1,Manual,DELTA 1.3 DDIS SHVS,2017 ,Maruti Ciaz
2016 Maruti Ciaz,"5,73,000","47,014 km",Petrol,2,Manual,VXI PLUS,2016 ,Maruti Ciaz
2018 Maruti Ciaz,"6,10,000","74,648 km",Diesel,2,Manual,DELTA DIESEL 1.3,2018 ,Maruti Ciaz
2016 Maruti Ciaz,"6,11,000","73,697 km",Petrol,1,Manual,ZXI+,2016 ,Maruti Ciaz
2017 Maruti Ciaz,"5,93,000","69,680 km",Petrol,1,Manual,SIGMA 1.4 VVT,2017 ,Maruti Ciaz
2016 Maruti Ciaz,"5,57,000","1,08,934 km",Petrol,1,Manual,ZXI,2016 ,Maruti Ciaz
2018 Maruti Ciaz,"8,25,000","63,856 km",Petrol,1,Manual,ALPHA 1.5 SHVS PETROL,2018 ,Maruti Ciaz
2016 Maruti Ciaz,"6,26,000","65,710 km",Petrol,1,Manual,ZXI+,2016 ,Maruti Ciaz
2018 Maruti Ciaz,"7,95,000","75,760 km",Petrol,1,Manual,ALPHA 1.5 SHVS PETROL,2018 ,Maruti Ciaz
2016 Maruti Ciaz,"5,15,000","83,055 km",Petrol,3,Automatic,ZXI AT,2016 ,Maruti Ciaz
2015 Maruti Ciaz,"4,76,000","59,890 km",Petrol,2,Manual,VXI,2015 ,Maruti Ciaz
2017 Maruti Ciaz,"6,22,000","66,931 km",Petrol,1,Manual,DELTA 1.4 VVT,2017 ,Maruti Ciaz
2021 Maruti Ciaz,"9,11,000","16,153 km",Petrol,1,Manual,ZETA 1.5 SHVS MT PETROL,2021 ,Maruti Ciaz
2019 Maruti Ciaz,"8,08,000","65,574 km",Diesel,1,Manual,ALPHA 1.3 DDIS SHVS,2019 ,Maruti Ciaz
2018 Maruti Ciaz,"8,26,000","15,387 km",Petrol,1,Manual,ALPHA 1.5 SHVS PETROL,2018 ,Maruti Ciaz
2015 Maruti Ciaz,"5,74,000","59,993 km",Petrol,1,Manual,ZXI,2015 ,Maruti Ciaz
2018 Maruti Ciaz,"7,54,000","1,23,662 km",Petrol,1,Manual,ALPHA 1.5 SHVS PETROL,2018 ,Maruti Ciaz
2017 Maruti Ciaz,"5,92,000","61,456 km",Diesel,1,Manual,DELTA 1.3 DDIS SHVS,2017 ,Maruti Ciaz
2020 Tata NEXON,"7,91,000","31,770 km",Petrol,1,Manual,XZ PLUS PETROL,2020 ,Tata NEXON
2018 Tata NEXON,"7,27,000","37,384 km",Diesel,1,Manual,XM DIESEL,2018 ,Tata NEXON
2020 Tata NEXON,"8,32,000","46,764 km",Petrol,1,Automatic,XMA 1.2,2020 ,Tata NEXON
2019 Tata NEXON,"7,52,000","38,643 km",Petrol,1,Automatic,XMA PETROL,2019 ,Tata NEXON
2019 Tata NEXON,"6,80,000","78,651 km",Diesel,1,Manual,XM DIESEL,2019 ,Tata NEXON
2020 Tata NEXON,"9,25,000","22,652 km",Petrol,1,Manual,XZ+ OPT PETROL,2020 ,Tata NEXON
2021 Tata NEXON,"10,03,000","12,546 km",Petrol,1,Manual,XZ PETROL,2021 ,Tata NEXON
2019 Tata NEXON,"10,38,000","16,032 km",Petrol,1,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2018 Tata NEXON,"7,19,000","95,268 km",Diesel,1,Manual,XZ PLUS DIESEL,2018 ,Tata NEXON
2019 Tata NEXON,"8,11,000","37,300 km",Petrol,2,Automatic,XZA + 1.2 PETROL A/T,2019 ,Tata NEXON
2019 Tata NEXON,"8,94,000","58,004 km",Petrol,1,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2019 Tata NEXON,"9,59,000","15,271 km",Petrol,2,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2019 Tata NEXON,"8,98,000","70,632 km",Petrol,1,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2019 Tata NEXON,"9,08,000","49,044 km",Petrol,2,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2019 Tata NEXON,"9,47,000","23,694 km",Petrol,1,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2019 Tata NEXON,"9,82,000","23,457 km",Petrol,1,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2021 Tata NEXON,"9,85,000","11,557 km",Petrol,1,Manual,XZ PLUS PETROL,2021 ,Tata NEXON
2019 Tata NEXON,"6,79,000","67,365 km",Petrol,1,Automatic,XMA PETROL,2019 ,Tata NEXON
2018 Tata NEXON,"7,32,000","46,574 km",Petrol,1,Automatic,XZA + 1.2 PETROL A/T,2018 ,Tata NEXON
2019 Honda WR-V,"6,41,000","53,074 km",Diesel,1,Manual,1.5L I-DTEC S MT,2019 ,Honda WR-V
2018 Honda WR-V,"6,45,000","37,160 km",Petrol,1,Manual,1.2 I-VTEC S MT,2018 ,Honda WR-V
2018 Honda WR-V,"6,17,000","50,925 km",Petrol,1,Manual,1.2 I-VTEC S MT,2018 ,Honda WR-V
2021 Honda WR-V,"9,82,000","8,125 km",Diesel,1,Manual,1.5L I-DTEC VX MT,2021 ,Honda WR-V
2022 Honda WR-V,"9,00,000","13,732 km",Petrol,1,Manual,1.2L I-VTEC VX MT,2022 ,Honda WR-V
2017 Honda WR-V,"6,45,000","87,581 km",Petrol,1,Manual,1.2L I-VTEC VX MT,2017 ,Honda WR-V
2019 Honda WR-V,"7,37,000","56,529 km",Petrol,1,Manual,1.2L I-VTEC VX MT,2019 ,Honda WR-V
2017 Honda WR-V,"6,04,000","1,10,339 km",Petrol,1,Manual,1.2L I-VTEC VX MT,2017 ,Honda WR-V
2021 Honda WR-V,"8,65,000","16,754 km",Petrol,1,Manual,1.2L I-VTEC VX MT,2021 ,Honda WR-V
2018 Honda WR-V,"7,44,000","12,724 km",Petrol,2,Manual,1.2 i-VTEC VX MT,2018 ,Honda WR-V
2017 Honda WR-V,"6,78,000","39,145 km",Petrol,1,Manual,1.2L I-VTEC VX MT,2017 ,Honda WR-V
2019 Honda WR-V,"7,91,000","71,998 km",CNG,1,Manual,1.2L I-VTEC VX MT,2019 ,Honda WR-V
2018 Honda WR-V,"7,50,000","41,825 km",Petrol,1,Manual,1.2L I-VTEC VX MT,2018 ,Honda WR-V
2021 Honda WR-V,"11,35,000","33,770 km",Diesel,1,Manual,1.5 I-DTEC VX MT,2021 ,Honda WR-V
2018 Honda WR-V,"7,62,000","36,793 km",Petrol,1,Manual,1.2L I-VTEC VX MT,2018 ,Honda WR-V
2019 Honda WR-V,"9,10,000","5,375 km",Petrol,1,Manual,1.2L I-VTEC VX MT,2019 ,Honda WR-V
2021 Honda WR-V,"8,93,000","21,445 km",Petrol,1,Manual,1.2L I-VTEC VX MT,2021 ,Honda WR-V
2019 Honda WR-V,"6,85,000","38,273 km",Petrol,2,Manual,1.2 i-VTEC VX MT,2019 ,Honda WR-V
2018 Honda WR-V,"6,45,000","37,160 km",Petrol,1,Manual,1.2 I-VTEC S MT,2018 ,Honda WR-V
2018 Honda WR-V,"6,17,000","50,925 km",Petrol,1,Manual,1.2 I-VTEC S MT,2018 ,Honda WR-V
2017 Honda WR-V,"6,45,000","87,581 km",Petrol,1,Manual,1.2L I-VTEC VX MT,2017 ,Honda WR-V
2019 Honda WR-V,"7,37,000","56,529 km",Petrol,1,Manual,1.2L I-VTEC VX MT,2019 ,Honda WR-V
2017 Honda WR-V,"6,04,000","1,10,339 km",Petrol,1,Manual,1.2L I-VTEC VX MT,2017 ,Honda WR-V
2021 Honda WR-V,"8,65,000","16,754 km",Petrol,1,Manual,1.2L I-VTEC VX MT,2021 ,Honda WR-V
2018 Honda WR-V,"7,44,000","12,724 km",Petrol,2,Manual,1.2 i-VTEC VX MT,2018 ,Honda WR-V
2017 Honda WR-V,"6,78,000","39,145 km",Petrol,1,Manual,1.2L I-VTEC VX MT,2017 ,Honda WR-V
2019 Honda WR-V,"7,91,000","71,998 km",CNG,1,Manual,1.2L I-VTEC VX MT,2019 ,Honda WR-V
2020 Honda WR-V,"9,06,000","59,946 km",Diesel,1,Manual,1.5L i-DTEC VX MT,2020 ,Honda WR-V
2018 Honda WR-V,"7,50,000","41,825 km",Petrol,1,Manual,1.2L I-VTEC VX MT,2018 ,Honda WR-V
2021 Honda WR-V,"11,35,000","33,770 km",Diesel,1,Manual,1.5L i-DTEC VX MT,2021 ,Honda WR-V
2018 Honda WR-V,"7,62,000","36,793 km",Petrol,1,Manual,1.2L I-VTEC VX MT,2018 ,Honda WR-V
2019 Honda WR-V,"9,10,000","5,375 km",Petrol,1,Manual,1.2L I-VTEC VX MT,2019 ,Honda WR-V
2021 Honda WR-V,"8,93,000","21,445 km",Petrol,1,Manual,1.2L I-VTEC VX MT,2021 ,Honda WR-V
2018 Maruti Swift,"5,76,600","48,274 km",Petrol,2,Automatic,VXI AMT,2018 ,Maruti Swift
2014 Maruti Swift,"4,21,000","6,331 km",Petrol,1,Manual,VXI,2014 ,Maruti Swift
2015 Maruti Swift,"3,92,000","70,706 km",Petrol,1,Manual,VXI,2015 ,Maruti Swift
2019 Maruti Swift,"5,83,000","18,890 km",Petrol,2,Manual,VXI,2019 ,Maruti Swift
2019 Maruti Swift,"6,80,000","36,682 km",CNG,1,Automatic,VXI AMT,2019 ,Maruti Swift
2018 Maruti Swift,"5,66,000","77,607 km",Petrol,1,Manual,VXI,2018 ,Maruti Swift
2021 Maruti Swift,"5,99,000","7,159 km",Petrol,1,Manual,LXI,2021 ,Maruti Swift
2018 Maruti Swift,"5,64,000","51,706 km",Petrol,1,Automatic,VXI AMT,2018 ,Maruti Swift
2019 Maruti Swift,"6,67,000","36,682 km",CNG,1,Automatic,VXI AMT,2019 ,Maruti Swift
2019 Maruti Swift,"5,12,000","49,661 km",Petrol,1,Manual,LXI,2019 ,Maruti Swift
2015 Maruti Swift,"3,73,600","70,706 km",Petrol,1,Manual,VXI,2015 ,Maruti Swift
2017 Maruti Swift,"4,17,000","43,904 km",Petrol,2,Manual,LXI (O),2017 ,Maruti Swift
2012 Maruti Swift,"2,47,000","97,529 km",Petrol,1,Manual,VXI,2012 ,Maruti Swift
2013 Maruti Swift,"3,84,000","70,041 km",CNG,2,Manual,ZXI,2013 ,Maruti Swift
2019 Maruti Swift,"5,72,000","28,956 km",Petrol,1,Manual,VXI,2019 ,Maruti Swift
2021 Maruti Swift,"7,93,000","7,633 km",Petrol,1,Manual,ZXI+,2021 ,Maruti Swift
2018 Maruti Swift,"5,27,000","55,483 km",Petrol,1,Manual,VXI,2018 ,Maruti Swift
2018 Maruti Swift,"5,95,000","81,889 km",Diesel,1,Manual,ZDI,2018 ,Maruti Swift
2019 Maruti Swift,"5,04,000","70,182 km",Petrol,1,Manual,LXI,2019 ,Maruti Swift
2019 Maruti Swift,"5,37,000","17,836 km",Petrol,1,Manual,LXI,2019 ,Maruti Swift
2020 Maruti Swift,"5,46,000","25,307 km",Petrol,1,Manual,LXI,2020 ,Maruti Swift
2019 Maruti Swift,"5,67,000","25,661 km",Petrol,2,Manual,VXI,2019 ,Maruti Swift
2015 Maruti Swift,"3,79,000","33,431 km",Petrol,1,Manual,LXI (O),2015 ,Maruti Swift
2017 Maruti Swift,"5,18,000","14,097 km",Petrol,2,Manual,VXI,2017 ,Maruti Swift
2019 Maruti Swift,"5,31,000","31,653 km",Petrol,1,Manual,LXI,2019 ,Maruti Swift
2021 Maruti Swift,"6,48,000","11,210 km",Petrol,1,Manual,VXI,2021 ,Maruti Swift
2018 Maruti Vitara Brezza,"6,15,000","22,248 km",Diesel,1,Manual,LDI (O),2018 ,Maruti Vitara Brezza
2017 Maruti Vitara Brezza,"5,96,000","93,090 km",Diesel,1,Manual,VDI (O),2017 ,Maruti Vitara Brezza
2021 Maruti Vitara Brezza,"8,85,000","9,999 km",Petrol,1,Manual,VXI,2021 ,Maruti Vitara Brezza
2018 Maruti Vitara Brezza,"6,98,000","43,109 km",Diesel,1,Manual,VDI OPT,2018 ,Maruti Vitara Brezza
2018 Maruti Vitara Brezza,"7,47,000","40,605 km",Diesel,1,Manual,ZDI,2018 ,Maruti Vitara Brezza
2018 Maruti Vitara Brezza,"8,02,000","89,151 km",Diesel,1,Automatic,ZDI PLUS AMT,2018 ,Maruti Vitara Brezza
2021 Maruti Vitara Brezza,"8,76,000","29,589 km",Petrol,1,Manual,VXI,2021 ,Maruti Vitara Brezza
2019 Maruti Vitara Brezza,"8,75,000","74,766 km",Diesel,1,Automatic,ZDI AMT,2019 ,Maruti Vitara Brezza
2018 Maruti Vitara Brezza,"7,73,000","57,643 km",Diesel,1,Automatic,ZDI PLUS AMT,2018 ,Maruti Vitara Brezza
2018 Maruti Vitara Brezza,"6,04,000","98,557 km",Diesel,1,Manual,VDI,2018 ,Maruti Vitara Brezza
2018 Maruti Vitara Brezza,"7,42,000","64,938 km",Diesel,1,Manual,ZDI PLUS,2018 ,Maruti Vitara Brezza
2019 Maruti Vitara Brezza,"7,67,000","51,765 km",Diesel,1,Manual,VDI,2019 ,Maruti Vitara Brezza
2019 Maruti Vitara Brezza,"9,21,000","17,637 km",Diesel,1,Automatic,ZDI AMT,2019 ,Maruti Vitara Brezza
2018 Maruti Vitara Brezza,"7,19,000","49,317 km",Diesel,1,Manual,VDI,2018 ,Maruti Vitara Brezza
2019 Maruti Vitara Brezza,"7,61,000","54,125 km",Diesel,2,Automatic,VDI AMT,2019 ,Maruti Vitara Brezza
2021 Maruti Vitara Brezza,"8,11,000","20,945 km",Petrol,1,Manual,LXI,2021 ,Maruti Vitara Brezza
2019 Maruti Vitara Brezza,"7,70,000","22,375 km",Diesel,1,Automatic,VDI AMT,2019 ,Maruti Vitara Brezza
2021 Maruti Vitara Brezza,"8,39,000","18,939 km",Petrol,1,Manual,VXI,2021 ,Maruti Vitara Brezza
2018 Maruti Vitara Brezza,"5,86,000","75,647 km",Diesel,1,Manual,LDI,2018 ,Maruti Vitara Brezza
2018 Maruti Vitara Brezza,"6,78,000","69,862 km",Diesel,1,Automatic,ZDI AMT,2018 ,Maruti Vitara Brezza
2018 Maruti Vitara Brezza,"6,98,000","43,109 km",Diesel,1,Manual,VDI OPT,2018 ,Maruti Vitara Brezza
2021 Maruti Vitara Brezza,"9,02,000","8,642 km",Petrol,1,Manual,VXI,2021 ,Maruti Vitara Brezza
2021 Maruti Vitara Brezza,"8,76,000","29,589 km",Petrol,1,Manual,VXI,2021 ,Maruti Vitara Brezza
