 Year_name,Price,Kms,Fuel,Ownership,Type,Model,Year,Name
2021 Hyundai VENUE,"8,98,000","23,036 km",Petrol,1,Manual,S 1.0 TURBO IMT,2021 ,Hyundai VENUE
2022 Hyundai VENUE,"8,38,500","16,028 km",Petrol,1,Manual,S 1.2,2022 ,Hyundai VENUE
2020 Hyundai VENUE,"7,88,000","27,058 km",Petrol,1,Manual,S 1.2,2020 ,Hyundai VENUE
2020 Hyundai VENUE,"8,13,000","40,734 km",Diesel,1,Manual,SMT 1.5 CRDI,2020 ,Hyundai VENUE
2021 Hyundai VENUE,"11,38,000","16,168 km",Petrol,2,Automatic,SX PLUS 1.0 TURBO DCT,2021 ,Hyundai VENUE
2019 Hyundai VENUE,"9,06,000","67,033 km",Petrol,1,Automatic,SX PLUS 1.0 TURBO DCT,2019 ,Hyundai VENUE
2019 Hyundai VENUE,"8,82,000","40,600 km",Petrol,1,Manual,SX 1.0 TURBO,2019 ,Hyundai VENUE
2022 Hyundai VENUE,"11,39,000","12,415 km",Petrol,1,Manual,SX 1.0 (O) TURBO IMT,2022 ,Hyundai VENUE
2020 Hyundai VENUE,"8,76,000","15,237 km",Petrol,1,Manual,S+ 1.2,2020 ,Hyundai VENUE
2021 Hyundai VENUE,"10,23,000","11,936 km",Petrol,1,Manual,SX 1.0 (O) TURBO,2021 ,Hyundai VENUE
2019 Hyundai VENUE,"10,66,000","26,338 km",Petrol,1,Automatic,1.0 TURBO GDI SX+ AT,2019 ,Hyundai VENUE
2020 Hyundai VENUE,"10,00,000","8,239 km",Petrol,2,Manual,S 1.0 TURBO IMT,2020 ,Hyundai VENUE
2020 Hyundai VENUE,"11,13,000","11,066 km",Petrol,1,Manual,SX 1.0 (O) TURBO IMT,2020 ,Hyundai VENUE
2019 Hyundai VENUE,"8,57,000","47,411 km",Petrol,1,Manual,SX 1.0 (O) TURBO,2019 ,Hyundai VENUE
2020 Hyundai VENUE,"7,79,000","37,954 km",Petrol,1,Manual,S 1.2,2020 ,Hyundai VENUE
2019 Hyundai Creta,"12,82,000","68,666 km",Diesel,1,Automatic,SX AT 1.6 DIESEL,2019 ,Hyundai Creta
2019 Hyundai Creta,"12,20,000","20,269 km",Petrol,2,Automatic,SX AT 1.6 PETROL,2019 ,Hyundai Creta
2019 Hyundai Creta,"10,82,000","16,808 km",Petrol,1,Manual,SX 1.6 PETROL,2019 ,Hyundai Creta
2016 Hyundai Creta,"7,77,000","65,531 km",Petrol,1,Manual,1.6 S,2016 ,Hyundai Creta
2020 Hyundai Creta,"11,17,000","92,108 km",Diesel,1,Manual,EX 1.5 DIESEL,2020 ,Hyundai Creta
2018 Hyundai Creta,"10,62,000","28,287 km",Petrol,1,Manual,SX PLUS 1.6 PETROL,2018 ,Hyundai Creta
2018 Hyundai Creta,"11,05,000","68,036 km",Petrol,1,Automatic,SX AT 1.6 PETROL,2018 ,Hyundai Creta
2019 Hyundai Creta,"11,90,000","48,494 km",CNG,1,Automatic,SX AT 1.6 PETROL,2019 ,Hyundai Creta
2020 Hyundai Creta,"10,83,000","1,05,334 km",Diesel,2,Manual,SX 1.6 DIESEL,2020 ,Hyundai Creta
2018 Hyundai Creta,"8,90,000","38,861 km",Petrol,1,Manual,E PLUS 1.6 PETROL,2018 ,Hyundai Creta
2019 Hyundai Creta,"11,76,000","50,956 km",Diesel,2,Automatic,SX AT 1.6 DIESEL,2019 ,Hyundai Creta
2016 Hyundai Creta,"8,41,000","63,508 km",Petrol,1,Manual,SX PLUS 1.6 PETROL,2016 ,Hyundai Creta
2018 Hyundai Creta,"11,50,000","60,316 km",Diesel,1,Automatic,1.6 CRDI SX PLUS AUTO,2018 ,Hyundai Creta
2017 Hyundai Creta,"8,09,000","96,639 km",Petrol,1,Manual,E PLUS 1.6 PETROL,2017 ,Hyundai Creta
2016 Hyundai Creta,"7,69,000","62,663 km",Petrol,2,Manual,1.6 S,2016 ,Hyundai Creta
2016 Hyundai Creta,"7,95,000","78,990 km",Diesel,1,Manual,SX PLUS 1.6 DIESEL,2016 ,Hyundai Creta
2015 Hyundai Creta,"7,12,000","99,951 km",Petrol,2,Manual,SX PLUS 1.6 PETROL,2015 ,Hyundai Creta
2018 Hyundai Creta,"9,06,000","61,764 km",Diesel,2,Manual,SX 1.6 DIESEL,2018 ,Hyundai Creta
2017 Hyundai Creta,"8,56,000","22,591 km",Petrol,2,Manual,E PLUS 1.6 PETROL,2017 ,Hyundai Creta
2015 Hyundai Creta,"7,29,000","28,025 km",Petrol,1,Manual,1.6 S,2015 ,Hyundai Creta
2019 Hyundai Creta,"13,02,000","80,463 km",Diesel,1,Automatic,SX AT 1.6 DIESEL,2019 ,Hyundai Creta
2016 Hyundai Creta,"8,25,000","44,387 km",Petrol,2,Manual,1.6 E + VTVT,2016 ,Hyundai Creta
2020 Hyundai Creta,"15,19,000","15,905 km",Petrol,1,Manual,SX 1.5 PETROL,2020 ,Hyundai Creta
2018 Hyundai Creta,"10,62,000","84,766 km",Diesel,1,Manual,SX 1.6 DIESEL,2018 ,Hyundai Creta
2016 Hyundai Creta,"9,01,000","67,621 km",Petrol,1,Manual,1.6 SX PLUS PETROL,2016 ,Hyundai Creta
2017 Hyundai Creta,"8,96,000","68,332 km",Petrol,2,Manual,E PLUS 1.6 PETROL,2017 ,Hyundai Creta
2019 Hyundai Creta,"12,11,000","48,533 km",Petrol,1,Automatic,SX AT 1.6 PETROL,2019 ,Hyundai Creta
2020 Hyundai Creta,"16,17,000","34,624 km",Petrol,1,Automatic,SX (O) 1.4 TURBO DCT,2020 ,Hyundai Creta
2019 Hyundai Creta,"11,90,000","27,503 km",Petrol,2,Manual,SX (O) EXECUTIVE 1.6 PETROL,2019 ,Hyundai Creta
2017 Hyundai Creta,"10,54,000","93,563 km",Petrol,1,Automatic,SX PLUS AT 1.6 PETROL,2017 ,Hyundai Creta
2016 Hyundai Creta,"9,27,000","70,116 km",Petrol,1,Automatic,SX PLUS AT 1.6 PETROL,2016 ,Hyundai Creta
2016 Hyundai Creta,"9,55,000","43,687 km",Petrol,2,Manual,SX PLUS 1.6 PETROL,2016 ,Hyundai Creta
2020 Hyundai Creta,"16,31,000","71,601 km",Petrol,1,Automatic,SX (O) 1.4 TURBO DCT DUAL TONE,2020 ,Hyundai Creta
2017 Hyundai Creta,"8,99,000","54,439 km",Petrol,1,Manual,E PLUS 1.6 PETROL,2017 ,Hyundai Creta
2018 Hyundai Creta,"10,68,000","60,950 km",Petrol,1,Manual,SX PLUS 1.6 PETROL,2018 ,Hyundai Creta
2021 Hyundai Creta,"18,19,000","23,914 km",Petrol,1,Automatic,SX (O) 1.4 TURBO DCT DUAL TONE,2021 ,Hyundai Creta
2017 Hyundai Creta,"10,76,000","61,139 km",Petrol,2,Manual,SX PLUS 1.6 PETROL,2017 ,Hyundai Creta
2017 Hyundai Creta,"10,47,000","54,747 km",Petrol,1,Manual,SX PLUS 1.6 PETROL,2017 ,Hyundai Creta
2017 Hyundai Creta,"9,69,000","54,362 km",Petrol,2,Manual,SX PLUS 1.6 PETROL,2017 ,Hyundai Creta
2020 Hyundai Creta,"18,05,000","30,420 km",Petrol,1,Automatic,SX (O) IVT 1.5 PETROL,2020 ,Hyundai Creta
2017 Hyundai Creta,"10,27,000","72,313 km",Petrol,2,Manual,SX PLUS 1.6 PETROL,2017 ,Hyundai Creta
2017 Hyundai Creta,"10,18,000","60,030 km",Diesel,1,Manual,SX 1.6 DIESEL,2017 ,Hyundai Creta
2017 Hyundai Creta,"8,77,000","39,759 km",Petrol,1,Manual,E PLUS 1.6 PETROL,2017 ,Hyundai Creta
2018 Hyundai Creta,"11,97,000","69,160 km",Diesel,1,Automatic,SX PLUS AT 1.6 DIESEL,2018 ,Hyundai Creta
2019 Hyundai Creta,"11,62,000","60,781 km",Petrol,1,Manual,1.6 SX (O) VTVT,2019 ,Hyundai Creta
2018 Hyundai Creta,"10,66,000","25,434 km",Petrol,2,Manual,1.6 SX PLUS PETROL,2018 ,Hyundai Creta
2018 Tata NEXON,"6,13,000","94,046 km",Diesel,1,Automatic,XMA 1.5,2018 ,Tata NEXON
2020 Tata NEXON,"8,32,000","46,764 km",Petrol,1,Automatic,XMA 1.2,2020 ,Tata NEXON
2019 Tata NEXON,"6,80,000","78,651 km",Diesel,1,Manual,XM DIESEL,2019 ,Tata NEXON
2021 Tata NEXON,"11,65,000","10,422 km",Diesel,1,Manual,XZ+ 1.5,2021 ,Tata NEXON
2020 Tata NEXON,"9,25,000","22,652 km",Petrol,1,Manual,XZ+ OPT PETROL,2020 ,Tata NEXON
2019 Tata NEXON,"10,38,000","16,032 km",Petrol,1,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2019 Tata NEXON,"10,02,000","7,074 km",Petrol,1,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2019 Tata NEXON,"9,06,000","70,632 km",Petrol,1,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2019 Tata NEXON,"9,56,000","23,694 km",Petrol,1,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2019 Tata NEXON,"9,08,000","49,044 km",Petrol,2,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2019 Tata NEXON,"8,55,000","37,300 km",Petrol,2,Automatic,XZA + 1.2 PETROL A/T,2019 ,Tata NEXON
2019 Tata NEXON,"8,94,000","58,004 km",Petrol,1,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2019 Tata NEXON,"9,59,000","15,271 km",Petrol,2,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2019 Tata NEXON,"9,82,000","23,457 km",Petrol,1,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2021 Tata NEXON,"9,85,000","11,557 km",Petrol,1,Manual,XZ PLUS PETROL,2021 ,Tata NEXON
2018 Tata NEXON,"6,14,000","70,052 km",Diesel,1,Manual,XM DIESEL,2018 ,Tata NEXON
2018 Tata NEXON,"7,32,000","46,574 km",Petrol,1,Automatic,XZA + 1.2 PETROL A/T,2018 ,Tata NEXON
2021 Tata NEXON,"10,05,000","12,546 km",Petrol,1,Manual,XZ PETROL,2021 ,Tata NEXON
2020 Tata NEXON,"7,91,000","31,770 km",Petrol,1,Manual,XZ PLUS PETROL,2020 ,Tata NEXON
2018 Tata NEXON,"7,27,000","37,384 km",Diesel,1,Manual,XM DIESEL,2018 ,Tata NEXON
2020 Tata NEXON,"8,32,000","46,764 km",Petrol,1,Automatic,XMA 1.2,2020 ,Tata NEXON
2019 Tata NEXON,"7,52,000","38,643 km",Petrol,1,Automatic,XMA PETROL,2019 ,Tata NEXON
2020 Tata NEXON,"9,25,000","22,652 km",Petrol,1,Manual,XZ+ OPT PETROL,2020 ,Tata NEXON
2021 Tata NEXON,"10,03,000","12,546 km",Petrol,1,Manual,XZ PETROL,2021 ,Tata NEXON
2019 Tata NEXON,"10,02,000","7,074 km",Petrol,1,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2019 Tata NEXON,"10,38,000","16,032 km",Petrol,1,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2018 Tata NEXON,"7,19,000","95,268 km",Diesel,1,Manual,XZ PLUS DIESEL,2018 ,Tata NEXON
2019 Tata NEXON,"8,11,000","37,300 km",Petrol,2,Automatic,XZA + 1.2 PETROL A/T,2019 ,Tata NEXON
2019 Tata NEXON,"8,94,000","58,004 km",Petrol,1,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2019 Tata NEXON,"9,59,000","15,271 km",Petrol,2,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2019 Tata NEXON,"8,98,000","70,632 km",Petrol,1,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2019 Tata NEXON,"9,08,000","49,044 km",Petrol,2,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2019 Tata NEXON,"9,47,000","23,694 km",Petrol,1,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2019 Tata NEXON,"9,82,000","23,457 km",Petrol,1,Automatic,XZA PLUS PETROL,2019 ,Tata NEXON
2019 Tata NEXON,"6,79,000","67,365 km",Petrol,1,Automatic,XMA PETROL,2019 ,Tata NEXON
2018 Renault Kwid,"3,04,000","81,825 km",Petrol,1,Manual,1.0 RXT Opt,2018 ,Renault Kwid
2021 Renault Kwid,"5,38,000","31,945 km",Petrol,2,Automatic,RXT 1.0 AMT (O),2021 ,Renault Kwid
2018 Renault Kwid,"3,37,000","53,600 km",Petrol,3,Manual,RXT 0.8 (O),2018 ,Renault Kwid
2018 Renault Kwid,"3,57,000","12,872 km",Petrol,1,Manual,1.0 MARVEL CAPTAIN AMERICA EDITION,2018 ,Renault Kwid
2017 Renault Kwid,"3,21,000","34,736 km",Petrol,1,Manual,RXT 0.8,2017 ,Renault Kwid
2019 Renault Kwid,"3,16,000","13,045 km",Petrol,1,Manual,RXL,2019 ,Renault Kwid
2018 Renault Kwid,"3,54,000","7,649 km",Petrol,1,Manual,RXT 1.0 (O),2018 ,Renault Kwid
2016 Renault Kwid,"2,70,000","83,219 km",Petrol,1,Manual,RXT 0.8 (O),2016 ,Renault Kwid
2019 Renault Kwid,"3,37,000","37,025 km",Petrol,1,Manual,RXL,2019 ,Renault Kwid
2016 Renault Kwid,"3,49,000","59,492 km",Petrol,1,Manual,RXT 0.8,2016 ,Renault Kwid
2019 Renault Kwid,"4,11,000","11,722 km",Petrol,1,Manual,RXL,2019 ,Renault Kwid
2022 Renault Kwid,"5,72,000","6,587 km",Petrol,1,Manual,CLIMBER MT 1.0,2022 ,Renault Kwid
2015 Renault Kwid,"2,37,000","58,918 km",Petrol,2,Manual,RXT 0.8,2015 ,Renault Kwid
2018 Renault Kwid,"4,05,000","37,619 km",Petrol,1,Automatic,1.0 RXL AT,2018 ,Renault Kwid
2017 Renault Kwid,"3,04,000","48,241 km",Petrol,1,Manual,RXL 1.0 EDITION,2017 ,Renault Kwid
2017 Renault Kwid,"3,78,000","48,124 km",Petrol,1,Automatic,RXT 1.0 AMT,2017 ,Renault Kwid
2021 Renault Kwid,"3,65,000","21,784 km",Petrol,1,Manual,RXL,2021 ,Renault Kwid
2017 Renault Kwid,"3,41,000","39,992 km",Petrol,2,Manual,RXT 1.0,2017 ,Renault Kwid
2019 Hyundai NEW SANTRO,"4,85,000","17,303 km",Petrol,2,Automatic,SPORTZ AMT,2019 ,Hyundai NEW SANTRO
2021 Hyundai NEW SANTRO,"5,74,000","32,150 km",CNG,1,Manual,SPORTZ EXECUTIVE CNG,2021 ,Hyundai NEW SANTRO
2019 Hyundai NEW SANTRO,"5,25,000","3,908 km",Petrol,2,Automatic,SPORTZ AMT,2019 ,Hyundai NEW SANTRO
2019 Hyundai NEW SANTRO,"5,24,000","36,627 km",CNG,1,Manual,1.1 SPORTZ MT CNG,2019 ,Hyundai NEW SANTRO
2019 Hyundai NEW SANTRO,"5,50,000","34,207 km",CNG,1,Manual,SPORTZ CNG,2019 ,Hyundai NEW SANTRO
2019 Hyundai NEW SANTRO,"5,08,000","68,865 km",CNG,1,Manual,SPORTZ CNG,2019 ,Hyundai NEW SANTRO
2019 Hyundai NEW SANTRO,"5,09,000","80,968 km",CNG,1,Manual,SPORTZ CNG,2019 ,Hyundai NEW SANTRO
2019 Hyundai NEW SANTRO,"5,15,000","80,157 km",CNG,1,Manual,SPORTZ CNG,2019 ,Hyundai NEW SANTRO
2021 Hyundai NEW SANTRO,"6,05,000","39,295 km",CNG,1,Manual,SPORTZ EXECUTIVE MT CNG,2021 ,Hyundai NEW SANTRO
2019 Hyundai NEW SANTRO,"5,98,000","21,619 km",CNG,1,Manual,SPORTZ CNG,2019 ,Hyundai NEW SANTRO
2021 Hyundai NEW SANTRO,"5,44,000","54,826 km",CNG,1,Manual,SPORTZ EXECUTIVE MT CNG,2021 ,Hyundai NEW SANTRO
2019 Hyundai NEW SANTRO,"5,43,000","59,157 km",CNG,1,Manual,SPORTZ CNG,2019 ,Hyundai NEW SANTRO
2019 Hyundai NEW SANTRO,"5,77,000","33,057 km",CNG,1,Manual,SPORTZ CNG,2019 ,Hyundai NEW SANTRO
2020 Hyundai NEW SANTRO,"5,85,000","18,088 km",CNG,2,Manual,SPORTZ CNG,2020 ,Hyundai NEW SANTRO
2019 Hyundai NEW SANTRO,"5,01,000","25,411 km",Petrol,1,Manual,MAGNA,2019 ,Hyundai NEW SANTRO
2021 Hyundai NEW SANTRO,"6,74,000","5,603 km",Petrol,1,Automatic,ASTA AMT,2021 ,Hyundai NEW SANTRO
2019 Hyundai NEW SANTRO,"5,83,000","48,344 km",CNG,1,Manual,SPORTZ CNG,2019 ,Hyundai NEW SANTRO
2020 Hyundai NEW SANTRO,"5,86,000","32,179 km",CNG,1,Manual,MAGNA EXECUTIVE CNG,2020 ,Hyundai NEW SANTRO
2018 Renault Duster,"8,01,000","1,00,379 km",Diesel,2,Manual,85 PS RXS MT DIESEL,2018 ,Renault Duster
2016 Renault Duster,"6,34,000","1,05,151 km",Diesel,1,Manual,RXS CVT 106 PS,2016 ,Renault Duster
2018 Renault Duster,"8,37,000","41,393 km",Petrol,1,Automatic,RXL 85PS EXPLORE,2018 ,Renault Duster
2018 Renault Duster,"7,19,000","75,114 km",Diesel,2,Automatic,RXZ 1.3 TURBO MT,2018 ,Renault Duster
2021 Renault Duster,"11,23,000","7,353 km",Petrol,1,Manual,110 PS RXZ 4X2 AMT DIESEL,2021 ,Renault Duster
2016 Renault Duster,"5,64,000","56,156 km",Diesel,1,Automatic,RXZ 1.3 TURBO MT,2016 ,Renault Duster
2021 Renault Duster,"12,41,000","12,307 km",Petrol,1,Manual,RXZ DIESEL 110,2021 ,Renault Duster
2013 Renault Duster,"5,70,000","93,819 km",Diesel,1,Manual,RXZ AMT 110 PS,2013 ,Renault Duster
2016 Renault Duster,"6,62,000","72,781 km",Diesel,1,Automatic,RXZ 1.3 TURBO PETROL MT,2016 ,Renault Duster
2020 Renault Duster,"9,39,000","49,139 km",Petrol,1,Manual,85 PS RXL,2020 ,Renault Duster
2016 Renault Duster,"5,36,000","1,00,583 km",Diesel,1,Manual,85 PS RXL,2016 ,Renault Duster
2015 Renault Duster,"5,12,000","80,913 km",Diesel,1,Manual,RXS CVT,2015 ,Renault Duster
2017 Renault Duster,"7,52,000","48,719 km",Petrol,2,Automatic,110 PS RXZ DIESEL,2017 ,Renault Duster
2016 Renault Duster,"6,38,000","93,415 km",Diesel,1,Manual,RXZ,2016 ,Renault Duster
2021 Renault Duster,"10,23,500","7,166 km",Petrol,1,Manual,RXZ DIESEL 110,2021 ,Renault Duster
2018 Renault Duster,"6,49,000","83,253 km",Diesel,1,Manual,110 PS RXL 4X2 AMT DIESEL,2018 ,Renault Duster
2016 Renault Duster,"6,97,000","1,07,411 km",Diesel,1,Automatic,RXZ AMT 110 PS,2016 ,Renault Duster
